-4.0,40.0,0.28
-6.0,40.0,0.21
-8.0,40.0,0.09
-8.25,40.0,0.07
-8.5,40.0,0.05
-8.75,40.0,0.03
-9.0,40.0,0.01
-9.25,40.0,-0.01
-9.5,40.0,-0.03
-9.75,40.0,-0.05
-10.0,40.0,-0.06
-10.25,40.0,-0.08
-10.5,40.0,-0.1
-10.75,40.0,-0.11
-11.0,40.0,-0.12
-11.25,40.0,-0.12
-11.5,40.0,-0.12
-11.5,50.0,-0.26
-11.25,50.0,-0.28
-11.0,50.0,-0.29
-10.75,50.0,-0.3
-10.5,50.0,-0.3
-10.25,50.0,-0.29
-10.0,50.0,-0.28
-9.75,50.0,-0.27
-9.5,50.0,-0.26
-9.25,50.0,-0.25
-9.0,50.0,-0.24
-8.75,50.0,-0.23
-8.5,50.0,-0.22
-8.25,50.0,-0.21
-8.0,50.0,-0.19
-6.0,50.0,-0.13
-4.0,50.0,-0.11
-2.0,50.0,-0.14
0.0,50.0,-0.23
2.0,50.0,-0.35
4.0,50.0,-0.51
6.0,50.0,-0.7
8.0,50.0,-0.93
10.0,50.0,-1.2
12.0,50.0,-1.5
12.0,55.0,-1.91
10.0,55.0,-1.58
8.0,55.0,-1.29
6.0,55.0,-1.04
4.0,55.0,-0.82
2.0,55.0,-0.64
0.0,55.0,-0.5
-2.0,55.0,-0.39
-4.0,55.0,-0.33
-6.0,55.0,-0.33
-8.0,55.0,-0.37
-8.25,55.0,-0.38
-8.5,55.0,-0.39
-8.75,55.0,-0.39
-9.0,55.0,-0.4
-9.25,55.0,-0.41
-9.5,55.0,-0.42
-9.75,55.0,-0.42
-10.0,55.0,-0.43
-10.25,55.0,-0.43
-10.5,55.0,-0.43
-10.75,55.0,-0.42
-11.0,55.0,-0.41
-11.25,55.0,-0.39
-11.25,60.0,-0.54
-11.0,60.0,-0.56
-10.75,60.0,-0.58
-10.5,60.0,-0.6
-10.25,60.0,-0.6
-10.0,60.0,-0.6
-9.75,60.0,-0.6
-9.5,60.0,-0.59
-9.25,60.0,-0.59
-9.0,60.0,-0.59
-8.75,60.0,-0.58
-8.5,60.0,-0.58
-8.25,60.0,-0.57
-8.0,60.0,-0.56
-6.0,60.0,-0.55
-4.0,60.0,-0.56
-2.0,60.0,-0.64
0.0,60.0,-0.77
2.0,60.0,-0.93
4.0,60.0,-1.13
6.0,60.0,-1.36
8.0,60.0,-1.64
10.0,60.0,-1.95
12.0,60.0,-2.3
12.0,65.0,-2.68
10.0,65.0,-2.31
8.0,65.0,-1.98
6.0,65.0,-1.69
4.0,65.0,-1.44
2.0,65.0,-1.22
0.0,65.0,-1.04
-2.0,65.0,-0.9
-4.0,65.0,-0.81
-6.0,65.0,-0.78
-8.0,65.0,-0.78
-8.25,65.0,-0.79
-8.5,65.0,-0.79
-8.75,65.0,-0.8
-9.0,65.0,-0.8
-9.25,65.0,-0.8
-9.5,65.0,-0.8
-9.75,65.0,-0.8
-10.0,65.0,-0.8
-10.25,65.0,-0.8
-10.5,65.0,-0.79
-10.75,65.0,-0.77
-11.0,65.0,-0.74
-11.25,65.0,-0.71
